Time;Velocity;GForce;Acceleration;Thrust;TWR;Mass;AltitudeFromTerrain;AltitudeFromSea;DownrangeDistance;Latitude;Longitude;Apoapsis;Periapsis;Inclination;OrbitalVelocity;TargetDistance;TargetVelocity;StageDeltaV;VesselDeltaV;Pressure
3105;2688;0.76;מךע.24;300;0.76;40.12;110852.83;366.46;136.25;-1.73;-87.47;3234759;110853;לאנ.45;2895;11535176;2562.54;229;1998;0
3106;2696;0.76;מךע.23;300;0.76;40.03;110854.05;343.15;134.02;-1.74;-87.25;3365390;110853;לאנ.45;2903;11532975;2568.86;223;1991;0
3107;2703;0.77;מךע.22;300;0.77;39.93;110860.17;290.46;131.78;-1.76;-87.03;3504449;110853;לאנ.45;2910;11530772;2575.2;215;1983;0
3108;2711;0.81;10.לאי;300;0.81;37.85;110871.28;214.68;129.53;-1.77;-86.82;3659721;110853;לאנ.45;2918;11528568;2581.88;219;1988;0
3109;2719;0.81;10.לאי;300;0.81;37.75;110887.48;192.08;127.28;-1.78;-86.6;3827430;110853;לאנ.45;2926;11526362;2588.64;211;1980;0
3110;2727;0.81;מךע.49;300;0.81;37.66;110908.87;227.92;125.03;-1.79;-86.38;4007808;110853;לאנ.45;2934;11524155;2595.41;202;1971;0
3111;2735;0.81;מךע.48;300;0.81;37.57;110935.53;295.51;122.77;-1.81;-86.16;4202342;110853;לאנ.45;2942;11521947;2602.2;196;1964;0
3112;2743;0.82;מךע.48;300;0.82;37.48;110967.58;260.64;120.5;-1.82;-85.94;4412763;110852;לאנ.45;2950;11519737;2609;187;1956;0
3113;2751;0.82;מךע.47;300;0.82;37.38;111005.11;215.62;118.23;-1.83;-85.72;4641096;110852;לאנ.45;2958;11517525;2615.82;178;1947;0
3114;2759;0.82;מךע.46;300;0.82;37.29;111048.23;180.23;115.96;-1.84;-85.49;4889725;110852;לאנ.45;2966;11515313;2622.65;172;1940;0
3115;2767;0.82;מךע.45;300;0.82;37.2;111097.02;136.37;113.68;-1.85;-85.27;5161476;110852;לאנ.45;2973;11513099;2629.5;163;1932;0
3116;2775;0.82;מךע.44;300;0.82;37.1;111151.59;183.58;111.4;-1.87;-85.05;5459728;110852;לאנ.45;2981;11510883;2636.37;154;1923;0
3117;2782;0.83;מךע.43;300;0.83;37.01;111212.04;306.7;109.11;-1.88;-84.83;5788554;110852;לאנ.45;2989;11508667;2643.25;147;1916;0
3118;2790;0.83;מךע.43;300;0.83;36.92;111278.48;260.33;106.82;-1.89;-84.6;6152900;110852;לאנ.45;2997;11506448;2650.14;139;1907;0
3119;2798;0.83;מךע.42;300;0.83;36.83;111350.99;235.73;104.53;-1.9;-84.38;6558838;110851;לאנ.45;3005;11504229;2657.05;130;1899;0
3120;2806;0.83;מךע.41;300;0.83;36.73;111429.69;188.88;102.23;-1.91;-84.15;7013914;110851;לאנ.45;3013;11502008;2663.97;123;1892;0
3121;2814;0.79;10.ÿםג;279;0.78;36.64;111514.68;325.88;99.93;-1.93;-83.93;7516916;110851;לאנ.45;3021;11499786;2670.75;114;1883;0
3122;2822;0.75;סום.77;255;0.71;36.56;111607.91;452.36;97.58;-1.94;-83.69;8059516;110850;לאנ.45;3029;11497518;2677.15;106;1875;0
3123;2828;0.64;9;228;0.64;36.48;111703.77;511.51;95.33;-1.95;-83.47;8579459;110850;לאנ.45;3035;11495339;2682.47;100;1869;0
3124;2833;0.55;אגד.45;189;0.53;36.42;111807.92;520.72;93.02;-1.96;-83.24;9069114;110850;לאנ.45;3040;11493116;2686.77;94;1863;0
3125;2837;0.4;ט‏כ.69;141;0.4;36.37;111918.46;587.81;90.72;-1.98;-83.02;9464996;110850;לאנ.45;3044;11490894;2689.63;90;1858;0
3126;2840;0.28;ט‏כ.26;99;0.28;36.34;112035.32;644.02;88.42;-1.99;-82.79;9774901;110849;לאנ.45;3047;11488674;2691.39;87;1856;0
3127;2842;0.2;07.ט‏כ;72;0.2;36.31;112158.45;680.62;86.12;-2;-82.56;10013309;110849;לאנ.45;3049;11486457;2692.33;84;1853;0
3128;2843;0.12;ט‏ם.95;27;0.08;36.3;112287.83;1229.89;83.82;-2.01;-82.33;10184343;110849;לאנ.45;3050;11484245;2692.59;83;1851;0
3129;2843;0.07;ט‏ם.92;24;0.07;36.29;112423.37;1645.16;81.54;-2.02;-82.1;10260195;110849;לאנ.45;3050;11482036;2691.97;82;1851;0
3130;2843;0.07;ט‏ם.92;24;0.07;36.28;112565.06;1090.64;79.26;-2.04;-81.88;10337068;110849;לאנ.45;3051;11479832;2691.35;81;1850;0
3131;2844;0.07;ט‏ם.91;24;0.07;36.28;112712.88;1052.19;76.98;-2.05;-81.65;10414986;110849;לאנ.45;3051;11477633;2690.71;81;1849;0
3132;2844;0.07;ט‏ם.91;24;0.07;36.27;112866.86;998.07;74.72;-2.06;-81.42;10493969;110849;לאנ.45;3051;11475438;2690.06;80;1849;0
3133;2844;0.07;06.סום;24;0.07;36.26;113026.98;1032.09;72.46;-2.07;-81.19;10574034;110849;לאנ.45;3051;11473248;2689.4;80;1848;0
3134;2845;0.07;ט‏ם.89;24;0.07;36.25;113193.26;1445.08;70.21;-2.08;-80.96;10655203;110849;לאנ.45;3052;11471063;2688.73;79;1848;0
3135;2845;0.07;ט‏ם.89;24;0.07;36.25;113365.7;1629.86;67.97;-2.09;-80.74;10737503;110849;לאנ.45;3052;11468882;2688.05;78;1847;0
3136;2845;0.07;ט‏ם.88;24;0.07;36.24;113544.29;1504.53;65.74;-2.11;-80.51;10820957;110849;לאנ.45;3052;11466707;2687.36;78;1846;0
3137;2845;0.07;ט‏ם.88;24;0.07;36.23;113729.04;1122.47;63.53;-2.12;-80.28;10905582;110849;לאנ.45;3053;11464536;2686.66;77;1846;0
3138;2846;0.11;ט‏ם.86;39;0.11;36.22;113919.96;857.65;61.33;-2.13;-80.05;11013053;110848;לאנ.45;3053;11462370;2686.11;76;1845;0
3139;2846;0.11;ט‏ם.86;39;0.11;36.21;114117.1;821;59.14;-2.14;-79.82;11155674;110848;לאנ.45;3054;11460208;2685.8;75;1844;0
3140;2847;0.11;ט‏ם.85;39;0.11;36.2;114320.46;822.25;56.97;-2.15;-79.6;11301692;110848;לאנ.45;3054;11458051;2685.48;74;1843;0
3141;2848;0.2;ט‏ם.89;69;0.19;36.18;114530.1;768.77;54.82;-2.16;-79.37;11540336;110848;לאנ.45;3055;11455898;2685.78;72;1841;0
3142;2849;0.2;ט‏ם.88;69;0.19;36.16;114746.1;722.39;52.69;-2.17;-79.14;11817912;110848;לאנ.45;3057;11453749;2686.27;70;1839;0
3143;2851;0.2;ט‏ם.87;69;0.19;36.14;114968.5;563.83;50.58;-2.19;-78.91;12108015;110847;לאנ.45;3058;11451604;2686.75;68;1837;0
3144;2852;0.21;ט‏ם.88;69;0.19;36.11;115197.3;477.84;48.5;-2.2;-78.69;12420962;110847;לאנ.45;3060;11449463;2687.27;67;1835;0
3145;2854;0.25;ט‏ם.93;90;0.25;36.09;115432.58;434;46.44;-2.21;-78.46;12839106;110847;לאנ.45;3062;11447326;2688.31;64;1833;0
3146;2856;0.26;ט‏ם.92;90;0.25;36.06;115674.4;358.04;44.42;-2.22;-78.23;13284066;110846;לאנ.45;3064;11445192;2689.35;61;1830;0
3147;2858;0.24;ט‏ם.88;66;0.19;36.03;115927.81;418.04;42.39;-2.23;-78;13756619;110846;לאנ.45;3065;11443020;2690.33;59;1828;0
3148;2859;0.09;ט‏ם.79;24;0.07;36.02;116177.65;384.55;40.49;-2.24;-77.78;14015634;110846;לאנ.45;3066;11440936;2690.17;58;1826;0
3149;2859;0.06;06.אגד;18;0.05;36.01;116438.82;386.01;38.6;-2.25;-77.55;14132890;110846;לאנ.45;3066;11438815;2689.25;57;1826;0
3150;2858;0;ט‏ם.88;300;0.85;36.01;116706.19;353.18;36.77;-2.26;-77.32;14134958;110846;לאנ.45;3066;11436699;2687.76;57;1826;0
3151;2858;0.03;ט‏ם.83;6;0.02;36.01;116979.73;229.59;35;-2.28;-77.09;14220924;110846;לאנ.45;3065;11434588;2686.66;57;1825;0
3152;2857;0;ט‏ם.87;300;0.85;36;117259.44;160.78;33.31;-2.29;-76.87;14233085;110846;לאנ.45;3065;11432483;2685.19;56;1825;0
3153;2856;0;ט‏ם.86;300;0.85;36;117551.06;116.74;31.68;-2.3;-76.63;14233085;110846;לאנ.45;3064;11430342;2683.63;56;1825;0
3154;2856;0;ט‏ם.85;300;0.85;36;117843.14;40.03;30.19;-2.31;-76.41;14233085;110846;לאנ.45;3064;11428248;2682.08;56;1825;0
3155;2855;0;ט‏ם.85;300;0.85;36;118135.28;233.68;28.85;-2.32;-76.19;14233085;110846;לאנ.45;3063;11426201;2680.56;56;1825;0
3156;2854;0;ט‏ם.84;300;0.85;36;118439.41;24.59;27.61;-2.33;-75.96;14233085;110846;לאנ.45;3062;11424118;2678.99;56;1825;0
3157;2853;0;ט‏ם.84;300;0.85;36;118749.63;-597.75;26.53;-2.34;-75.73;14233085;110846;לאנ.45;3061;11422041;2677.41;56;1825;0
3158;2853;0;ט‏ם.83;300;0.85;36;119065.91;-975.29;25.62;-2.35;-75.51;14233085;110846;לאנ.45;3061;11419969;2675.82;56;1825;0
3159;2852;0;ט‏ם.83;300;0.85;36;119388.25;-952.5;24.סום;-2.36;-75.28;14233085;110846;לאנ.45;3060;11417903;2674.23;56;1825;0
3160;2851;0;ט‏ם.82;300;0.85;36;119723.26;-1002.02;24.39;-2.37;-75.05;14233085;110846;לאנ.45;3059;11415802;2672.59;56;1825;0
3161;2850;0;ט‏ם.81;300;0.85;36;120051.05;-1015.54;24.םמÿ;-2.38;-74.83;14233085;110846;לאנ.45;3059;11413788;2671;56;1825;0
3162;2850;0;ט‏ם.81;300;0.85;36;120391.49;-1031;24.ט‏ם;-2.39;-74.61;14233085;110846;לאנ.45;3058;11411740;2669.37;56;1825;0
3163;2849;0;06.אגד;300;0.85;36;120737.94;-1066.68;24.23;-2.4;-74.38;14233085;110846;לאנ.45;3057;11409696;2667.73;56;1825;0
3164;2848;0;ט‏ם.79;300;0.85;36;121090.39;-1039.83;24.63;-2.41;-74.16;14233085;110846;לאנ.45;3056;11407659;2666.08;56;1825;0
3165;2847;0;ט‏ם.79;300;0.85;36;121448.82;-1026.01;25.24;-2.43;-73.93;14233075;110846;לאנ.45;3055;11405627;2664.43;56;1825;0
3166;2846;0;ט‏ם.78;300;0.85;36;121813.23;-972.81;26.לאי;-2.44;-73.71;14233075;110846;לאנ.45;3055;11403601;2662.76;56;1825;0
3167;2846;0.03;ט‏ם.71;6;0.02;36;122183.65;-1047.88;27.אןנ;-2.45;-73.48;14309714;110846;לאנ.45;3054;11401581;2661.45;56;1825;0
3168;2845;0;ט‏ם.77;300;0.85;36;122560.07;-1029.53;28.19;-2.46;-73.26;14318430;110846;לאנ.45;3053;11399566;2659.8;56;1825;0
3169;2844;0;ט‏ם.75;300;0.85;36;122942.44;-1022.69;29.48;-2.47;-73.04;14321566;110846;לאנ.45;3053;11397557;2658.12;56;1825;0
3170;2843;0;ט‏ם.75;300;0.85;36;123330.75;-778.85;30.89;-2.48;-72.81;14328890;110846;לאנ.45;3052;11395555;2656.45;56;1825;0
3171;2842;0;ט‏ם.74;300;0.85;36;123724.97;627.06;32.4;-2.49;-72.59;14328890;110846;לאנ.45;3051;11393557;2654.73;56;1825;0
3172;2841;0;ט‏ם.74;300;0.85;36;124125.09;-770.5;34.01;-2.5;-72.37;14328890;110846;לאנ.45;3050;11391566;2653.01;56;1825;0
3173;2840;0;ט‏ם.73;300;0.85;36;124531.1;-836.74;35.69;-2.51;-72.15;14328890;110846;לאנ.45;3049;11389580;2651.27;56;1825;0
3174;2839;0;ט‏ם.72;300;0.85;36;124942.98;-849.1;37.44;-2.52;-71.92;14328890;110846;לאנ.45;3048;11387600;2649.53;56;1825;0
3175;2838;0;ט‏ם.71;300;0.85;36;125360.73;-925.9;39.25;-2.53;-71.7;14328890;110846;לאנ.45;3047;11385626;2647.77;56;1825;0
3176;2837;0;ט‏ם.71;300;0.85;36;125784.31;-922.38;41.11;-2.54;-71.48;14328890;110846;לאנ.45;3046;11383658;2646.01;56;1825;0
3177;2836;0;06.ט‏כ;300;0.85;36;126213.73;-936.57;43.01;-2.55;-71.26;14328890;110846;לאנ.45;3045;11381696;2644.24;56;1825;0
3178;2835;0;ט‏ם.69;300;0.85;36;126648.97;-927.55;44.94;-2.55;-71.04;14328890;110846;לאנ.45;3044;11379740;2642.46;56;1825;0
3179;2834;0;ט‏ם.68;300;0.85;36;127090.01;-840.68;46.91;-2.56;-70.82;14328890;110846;לאנ.45;3043;11377790;2640.67;56;1825;0
3180;2833;0;ט‏ם.67;300;0.85;36;127536.84;-844.61;48.91;-2.57;-70.6;14328890;110846;לאנ.45;3042;11375845;2638.87;56;1825;0
3181;2832;0;ט‏ם.67;300;0.85;36;127989.44;-884.71;50.93;-2.58;-70.38;14328890;110846;לאנ.45;3042;11373907;2637.06;56;1825;0
3182;2831;0;ט‏ם.66;300;0.85;36;128447.8;-881.48;52.97;-2.59;-70.16;14328890;110846;לאנ.45;3040;11371974;2635.25;56;1825;0
3183;2830;0;ט‏ם.65;300;0.85;36;128911.9;-917.45;55.03;-2.6;-69.94;14328890;110846;לאנ.45;3039;11370048;2633.42;56;1825;0
3184;2829;0;ט‏ם.64;300;0.85;36;129381.73;-928.24;57.1;-2.61;-69.72;14328890;110846;לאנ.45;3038;11368127;2631.59;56;1825;0
3185;2828;0;ט‏ם.63;300;0.85;36;129857.27;-908;59.19;-2.62;-69.5;14328890;110846;לאנ.45;3037;11366212;2629.75;56;1825;0
3186;2827;0;ט‏ם.62;300;0.85;36;130338.51;-864.11;61.28;-2.63;-69.28;14328890;110846;לאנ.45;3036;11364304;2627.9;56;1825;0
3187;2826;0;ט‏ם.61;300;0.85;36;130835.23;-875.08;63.43;-2.64;-69.06;14328890;110846;לאנ.45;3035;11362363;2626;56;1825;0
3188;2824;0;ט‏ם.61;300;0.85;36;131318.02;-899.83;65.51;-2.65;-68.84;14328890;110846;לאנ.45;3034;11360504;2624.17;56;1825;0
3189;2823;0;06.ט‏ם;300;0.85;36;131816.26;-884.45;67.63;-2.66;-68.63;14328890;110846;לאנ.45;3033;11358613;2622.3;56;1825;0
3190;2822;0;ט‏ם.59;300;0.85;36;132320.13;-938.65;69.77;-2.67;-68.41;14328890;110846;לאנ.45;3032;11356729;2620.42;56;1825;0
3191;2821;0;ט‏ם.58;300;0.85;36;132829.62;-996.48;71.9;-2.67;-68.19;14328890;110846;לאנ.45;3031;11354850;2618.53;56;1825;0
3192;2820;0;ט‏ם.57;300;0.85;36;133344.72;-1028.96;74.04;-2.68;-67.97;14328890;110846;לאנ.45;3030;11352977;2616.63;56;1825;0
3193;2819;0;ט‏ם.56;300;0.85;36;133865.39;-991.2;76.19;-2.69;-67.76;14328890;110846;לאנ.45;3029;11351110;2614.72;56;1825;0
3194;2817;0;ט‏ם.55;300;0.85;36;134391.64;-1015.12;78.34;-2.7;-67.54;14328890;110846;לאנ.45;3028;11349250;2612.81;56;1825;0
3195;2816;0;ט‏ם.54;300;0.85;36;134923.44;-1006.68;80.49;-2.71;-67.33;14328890;110846;לאנ.45;3026;11347395;2610.88;56;1825;0
3196;2815;0;ט‏ם.53;300;0.85;36;135460.77;-1008.63;82.65;-2.72;-67.11;14328890;110846;לאנ.45;3025;11345546;2608.95;56;1825;0
3200;2799;0;0;300;0.85;36;142624.09;-1071.05;109.57;-2.82;-64.45;14328890;110846;לאנ.45;3010;11322988;2584.26;56;1825;0
3208;2781;0;0;300;0.85;36;150345.92;-1162.75;135.41;-2.91;-61.93;14328890;110846;לאנ.45;2994;11302050;2559.38;56;1825;0
3220;2756;0;0;300;0.85;36;161768.28;-1156;169.12;-3.02;-58.67;14328890;110846;לאנ.45;2970;11275559;2525;56;1825;0
3236;2722;0;0;300;0.85;36;177750.26;-1021.64;209.81;-3.14;-54.74;14328890;110846;לאנ.45;2938;11244682;2480.49;56;1825;0
3256;2677;0;0;300;0.85;36;199215.6;-959.47;256.26;-3.25;-50.28;14328890;110846;לאנ.45;2896;11210831;2425.56;56;1825;0
3280;2622;0;0;300;0.85;36;227031.43;-933.92;306.95;-3.34;-45.41;14328890;110846;לאנ.45;2844;11175617;2360.53;56;1825;0
3308;2556;0;0;300;0.85;36;261983.45;111.98;360.31;-3.41;-40.29;14328890;110846;לאנ.45;2783;11140661;2286.3;56;1825;0
3340;2480;0;0;300;0.85;36;304631.86;-1162.36;414.67;-3.44;-35.08;14328890;110846;לאנ.45;2712;11107574;2204.44;56;1825;0
3377;2397;0;0;300;0.85;36;355287.75;-1080.56;468.5;-3.44;-29.92;14328890;110846;לאנ.45;2635;11077810;2116.99;56;1825;0
3417;2308;0;0;300;0.85;36;414008.81;-1084.27;520.5;-3.41;-24.93;14328890;110846;לאנ.45;2552;11052586;2026.2;56;1825;0
3461;2216;0;0;300;0.85;36;480629.58;-867.8;569.67;-3.34;-20.22;14328890;110846;לאנ.45;2467;11032833;1934.21;56;1825;0
3509;2122;0;0;300;0.85;36;554777.53;-1049.05;615.31;-3.25;-15.85;14328890;110846;לאנ.45;2380;11019198;1842.94;56;1825;0
3561;2029;0;0;300;0.85;36;636034.86;58.33;657.04;-3.14;-11.85;14328890;110846;לאנ.45;2294;11012049;1753.84;56;1825;0
3617;1939;0;0;300;0.85;36;723888.32;-824.02;694.7;-3.02;-8.25;14328890;110846;לאנ.45;2210;11011550;1667.95;56;1825;0
3677;1851;0;0;300;0.85;36;817803.84;-874.57;728.28;-2.89;-5.03;14328890;110846;לאנ.45;2128;11017688;1585.97;56;1825;0
3741;1768;0;0;300;0.85;36;917255.74;326.81;757.9;-2.75;-2.2;14328890;110846;לאנ.45;2050;11030325;1508.29;56;1825;0
3809;1689;0;0;300;0.85;36;1021745.03;1213.57;783.72;-2.61;0.27;14328890;110846;לאנ.45;1976;11049237;1435.04;56;1825;0
3881;1615;0;0;300;0.85;36;1130809.32;3763.3;805.97;-2.47;02.אןנ;14328890;110846;לאנ.45;1905;11074142;1366.21;56;1825;0
4037;1484;0;0;300;0.85;36;1360948.91;427.57;840.67;-2.2;לאי.72;14328890;110846;לאנ.45;1775;11140620;1241.21;56;1825;0
4209;1375;0;0;300;0.85;36;1604848.34;-146.01;863.79;-1.95;ט‏כ.93;14328890;110846;לאנ.45;1659;11227086;1131.52;56;1825;0
4397;1288;0;0;300;0.85;36;1860175.8;248.1;876.88;-1.72;סום.18;14328890;110846;לאנ.45;1555;11330861;1035.08;56;1825;0
4601;1223;0;0;300;0.85;36;2124995.53;214.5;881.26;-1.51;09.ט‏ם;14328890;110846;לאנ.45;1463;11449383;949.95;56;1825;0
4822;1181;0;0;300;0.85;36;2397847.94;223.67;877.96;-1.32;סום.28;14328890;110846;לאנ.45;1380;11580341;874.36;56;1825;0
5058;1158;0;0;300;0.85;36;2677475.85;-731.47;867.83;-1.15;אגד.31;14328890;110846;לאנ.45;1305;11721603;806.83;56;1825;0
5310;1156;0;0;300;0.85;36;2962772.53;178.41;851.53;-0.99;ט‏ם.76;14328890;110846;לאנ.45;1237;11871198;746.15;56;1825;0
5442;1161;0;0;300;0.85;36;3107281.89;120.88;841.24;-0.91;לאי.77;14328890;110846;לאנ.45;1206;11948574;718.05;56;1825;0
5578;1170;0;0;300;0.85;36;3252895.27;256.24;829.6;-0.84;אןנ.66;14328890;110846;לאנ.45;1175;12027391;691.29;56;1825;0
5718;1183;0;0;300;0.85;36;3399518.58;431.96;816.66;-0.77;לאנ.43;14328890;110846;לאנ.45;1146;12107453;665.78;56;1825;0
5862;1200;0;0;300;0.85;36;3547063.41;263.86;802.46;-0.71;02.ט‏כ;14328890;110846;לאנ.45;1119;12188571;641.42;56;1825;0
6010;1219;0;0;300;0.85;36;3695422.91;-727.69;787.06;-0.64;0.6;14328890;110846;לאנ.45;1092;12270551;618.13;56;1825;0
6162;1242;0;0;300;0.85;36;3844542.87;-888.75;770.48;-0.58;-0.98;14328890;110846;לאנ.45;1067;12353235;595.85;56;1825;0
6318;1267;0;0;300;0.85;36;3994348.5;-1003.29;752.76;-0.52;-2.67;14328890;110846;לאנ.45;1042;12436458;574.49;56;1825;0
6478;1295;0;0;300;0.85;36;4144768.63;-838.58;733.94;-0.47;-4.47;14328890;110846;לאנ.45;1018;12520061;554.01;56;1825;0
6642;1325;0;0;300;0.85;36;4295735.31;-896.88;714.03;-0.41;-6.37;14328890;110846;לאנ.45;996;12603887;534.34;56;1825;0
6810;1356;0;0;300;0.85;36;4447183.5;-780.96;693.06;-0.36;-8.37;14328890;110846;לאנ.45;974;12687793;515.44;56;1825;0
6982;1389;0;0;300;0.85;36;4599050.74;-538.29;671.06;-0.31;-10.48;14328890;110846;לאנ.45;952;12771634;497.25;56;1825;0
7158;1424;0;0;300;0.85;36;4751256.5;-384.52;648.06;-0.26;-12.67;14328890;110846;לאנ.45;932;12855262;479.75;56;1825;0
7338;1460;0;0;300;0.85;36;4903764.05;-1023.38;624.06;-0.21;-14.96;14328890;110846;לאנ.45;912;12938558;462.89;56;1825;0
7522;1498;0;0;300;0.85;36;5056517.31;-1135.02;599.09;-0.17;-17.35;14328890;110846;לאנ.45;893;13021392;446.64;56;1825;0
7710;1536;0;0;300;0.85;36;5209461.91;-1071.27;573.16;-0.13;-19.82;14328890;110846;לאנ.45;874;13103641;430.96;56;1825;0
7902;1575;0;0;300;0.85;36;5362545.07;-1068.1;546.29;-0.08;-22.39;14328890;110846;לאנ.45;856;13185184;415.83;56;1825;0
8098;1615;0;0;300;0.85;36;5515715.47;-1144.87;518.49;-0.04;-25.05;14328890;110846;לאנ.45;839;13265906;401.23;56;1825;0
8298;1655;0;0;300;0.85;36;5665946.23;-1144.99;490.35;0;-27.73;14328890;110846;לאנ.45;822;13344150;387.41;56;1825;0
8498;1695;0;0;300;0.85;36;5813357.48;-1081.71;461.89;0.04;-30.45;14328890;110846;לאנ.45;806;13419955;374.29;56;1825;0
8698;1734;0;0;300;0.85;36;5958060.33;-1093.79;433.13;0.07;-33.2;14328890;110846;לאנ.45;791;13493362;361.84;56;1825;0
8898;1773;0;0;300;0.85;36;6100157.66;-1195.07;404.12;0.11;-35.97;14328890;110846;לאנ.45;776;13564408;350;56;1825;0
9098;1812;0;0;300;0.85;36;6239745.05;204.09;374.85;0.14;-38.76;14328890;110846;לאנ.45;762;13633132;338.74;56;1825;0
9298;1851;0;0;300;0.85;36;6376911.45;-371.02;345.36;0.17;-41.58;14328890;110846;לאנ.45;749;13699573;328.01;56;1825;0
9498;1889;0;0;300;0.85;36;6511739.82;-1021.38;315.66;0.2;-44.42;14328890;110846;לאנ.45;736;13763772;317.79;56;1825;0
9698;1926;0;0;300;0.85;36;6644307.7;-1121.29;285.77;0.23;-47.27;14328890;110846;לאנ.45;723;13825763;308.05;56;1825;0
9898;1963;0;0;300;0.85;36;6774687.69;-1074.67;255.69;0.26;-50.14;14328890;110846;לאנ.45;711;13885587;298.77;56;1825;0
10098;2000;0;0;300;0.85;36;6902947.87;-1068.18;225.45;0.29;-53.03;14328890;110846;לאנ.45;700;13943280;289.92;56;1825;0
10298;2037;0;0;300;0.85;36;7029152.23;-1174.78;195.06;0.31;-55.94;14328890;110846;לאנ.45;689;13998877;281.49;56;1825;0
10498;2073;0;0;300;0.85;36;7153360.97;-1045.12;164.52;0.34;-58.85;14328890;110846;לאנ.45;678;14052412;273.45;56;1825;0
10698;2108;0;0;300;0.85;36;7275630.85;-1157.76;133.85;0.36;-61.78;14328890;110846;לאנ.45;667;14103921;265.81;56;1825;0
10898;2143;0;0;300;0.85;36;7396015.41;-1035.18;103.06;0.39;-64.73;14328890;110846;לאנ.45;657;14153436;258.53;56;1825;0
11098;2178;0;0;300;0.85;36;7514565.28;-1040.35;72.18;0.41;-67.68;14328890;110846;לאנ.45;647;14200991;251.62;56;1825;0
11298;2212;0;0;300;0.85;36;7631328.37;-1076.11;41.3;0.43;-70.65;14328890;110846;לאנ.45;638;14246615;245.06;56;1825;0
11498;2245;0;0;300;0.85;36;7746350.06;-932.49;םמÿ.33;0.45;-73.63;14328890;110846;לאנ.45;628;14290340;238.84;56;1825;0
11698;2279;0;0;300;0.85;36;7859673.45;454.89;22.33;0.47;-76.61;14328890;110846;לאנ.45;619;14332196;232.96;56;1825;0
11898;2312;0;0;300;0.85;36;7971339.4;3858.12;53.25;0.49;-79.61;14328890;110846;לאנ.45;610;14372212;227.41;56;1825;0
12098;2344;0;0;300;0.85;36;8081386.84;1381.63;84.6;0.51;-82.61;14328890;110846;לאנ.45;602;14410415;222.18;56;1825;0
12298;2376;0;0;300;0.85;36;8189852.77;583.69;116.09;0.53;-85.63;14328890;110846;לאנ.45;593;14446833;217.28;56;1825;0
12498;2408;0;0;300;0.85;36;8296772.46;-268.28;147.7;0.55;-88.65;14328890;110846;לאנ.45;585;14481494;212.68;56;1825;0
12898;2469;0;0;300;0.85;36;8506106.14;-1084.59;211.17;0.59;-94.71;14328890;110846;לאנ.45;569;14545643;204.42;56;1825;0
13298;2530;0;0;300;0.85;36;8709639.19;-954.98;274.94;0.62;-100.8;14328890;110846;לאנ.45;554;14603060;197.36;56;1825;0
13498;2559;0;0;300;0.85;36;8809303.05;-1117.88;306.92;0.64;-103.86;14328890;110846;לאנ.45;547;14629305;194.27;56;1825;0
13698;2589;0;0;300;0.85;36;8907601.37;-360.74;338.97;0.66;-106.92;14328890;110846;לאנ.45;540;14653936;191.48;56;1825;0
13898;2617;0;0;300;0.85;36;9004559.91;680.18;371.08;0.67;-109.99;14328890;110846;לאנ.45;533;14676976;188.96;56;1825;0
14098;2646;0;0;300;0.85;36;9100203.39;83.51;403.25;0.69;-113.06;14328890;110846;לאנ.45;526;14698447;186.73;56;1825;0
14298;2674;0;0;300;0.85;36;9194555.51;-1046.62;435.48;0.71;-116.14;14328890;110846;לאנ.45;519;14718369;184.77;56;1825;0
14498;2702;0;0;300;0.85;36;9287639.06;-1008.3;467.75;0.72;-119.22;14328890;110846;לאנ.45;513;14736763;183.08;56;1825;0
14698;2729;0;0;300;0.85;36;9379475.92;-1026.68;500.08;0.74;-122.31;14328890;110846;לאנ.45;506;14753649;181.65;56;1825;0
14898;2756;0;0;300;0.85;36;9470087.16;-937.33;532.46;0.75;-125.4;14328890;110846;לאנ.45;500;14769046;180.48;56;1825;0
15098;2783;0;0;300;0.85;36;9559493.02;-68.38;564.88;0.77;-128.49;14328890;110846;לאנ.45;494;14782973;179.55;56;1825;0
15298;2809;0;0;300;0.85;36;9647713;596.34;597.34;0.78;-131.59;14328890;110846;לאנ.45;487;14795448;178.87;56;1825;0
15498;2835;0;0;300;0.85;36;9734765.89;775.38;629.85;0.79;-134.7;14328890;110846;לאנ.45;481;14806490;178.42;56;1825;0
15698;2860;0;0;300;0.85;36;9820669.79;617.46;662.4;0.81;-137.81;14328890;110846;לאנ.45;476;14816116;178.19;56;1825;0
15898;2886;0;0;300;0.85;36;9905442.17;409.19;694.99;0.82;-140.92;14328890;110846;לאנ.45;470;14824343;178.18;56;1825;0
16098;2911;0;0;300;0.85;36;9989099.87;424.52;727.62;0.83;-144.04;14328890;110846;לאנ.45;464;14831188;178.38;56;1825;0
16298;2935;0;0;300;0.85;36;10071659.14;394.52;760.28;0.85;-147.16;14328890;110846;לאנ.45;459;14836669;178.77;56;1825;0
16498;2960;0;0;300;0.85;36;10153135.69;1656.65;792.98;0.86;-150.28;14328890;110846;לאנ.45;453;14840800;179.35;56;1825;0
16698;2984;0;0;300;0.85;36;10233544.69;786.08;825.72;0.87;-153.4;14328890;110846;לאנ.45;448;14843599;180.1;56;1825;0
16898;3007;0;0;300;0.85;36;10312900.8;790.79;858.48;0.88;-156.53;14328890;110846;לאנ.45;442;14845079;181.03;56;1825;0
